Num;Sentence;subj_verb_obj;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90
188;The.storm.was.powerful.;storm.was.powerful;0.736317;-0.188102;0.136321;-0.0425882;-0.0750574;0.048116;0.0209038;-0.0704859;0.101165;0.105278;-0.02544;0.00217244;-0.0265328;0.0319672;0.0503585;-0.00390751;-0.0587876;0.0247402;0.0151207;-0.0173834;0.0115229;-0.0230322;-0.0374972;-0.0373567;-0.0272423;-0.0234694;-0.0412768;0.00876983;0.0241393;0.000590317;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.680327;-0.396569;-0.0642823;0.0165628;-0.0185025;0.117205;0.13404;0.00525058;-0.0174344;0.121273;-0.212661;-0.0124862;0.0904004;0.0279966;0.0857184;0.0358554;0.0235143;-0.0576798;0.055057;0.00800913;-0.007375;0.0867648;0.0220643;0.0862532;0.0790603;0.0675801;0.0460976;-0.041219;-0.118014;-0.120285
189;The.street.was.dark.;street.was.dark;0.644928;-0.0451986;0.104337;-0.0451255;-0.0785808;-0.0347968;0.0244941;-0.121945;0.0148787;0.162937;0.0275244;0.0230814;-0.120852;-0.0693037;0.0643596;0.0189115;-0.0194922;0.134005;-0.0144599;0.00854485;0.0409747;0.0168493;0.0151427;-0.0331228;-0.08967;0.025538;0.0181005;0.00196203;0.0300986;0.014998;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.798381;-0.217501;0.0661694;0.0068399;0.0524618;0.096842;0.080852;-0.000572138;0.0407307;0.144975;-0.103377;-0.0168473;-0.0332435;-0.0231978;-0.0411677;-0.00216963;-0.0276796;0.133355;-0.0314931;-0.027952;0.0261517;-0.0360354;-0.0266868;0.0526143;-0.0373853;-0.0190613;-0.0268049;-0.0816366;0.036586;-0.0737824
190;The.street.was.empty.at.night.;street.was.empty;0.644928;-0.0451986;0.104337;-0.0451255;-0.0785808;-0.0347968;0.0244941;-0.121945;0.0148787;0.162937;0.0275244;0.0230814;-0.120852;-0.0693037;0.0643596;0.0189115;-0.0194922;0.134005;-0.0144599;0.00854485;0.0409747;0.0168493;0.0151427;-0.0331228;-0.08967;0.025538;0.0181005;0.00196203;0.0300986;0.014998;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.663883;-0.218067;-0.179351;0.147306;0.0478421;0.127421;0.0713987;0.0386252;-0.0128453;0.0268082;0.0287504;-0.0568252;-0.0670657;0.108266;-0.0410618;-0.0369487;0.0232293;0.13756;-0.015072;0.0951275;-0.0753684;0.0507252;-0.00252362;0.176409;-0.0407424;-0.0220616;-0.00610649;-0.069423;-0.0463452;-0.000364266
191;The.student.planned.the.protest.;student.planned.protest;0.788052;-0.257222;0.108412;-0.00927361;-0.0120305;0.102629;-0.0886493;-0.111808;0.0548141;0.134762;-0.0163508;-0.0221239;-0.0538766;0.0674336;0.102317;-0.0178336;0.00689878;-0.0511299;0.0377866;0.0384542;-0.00778671;0.0140691;0.0479477;-0.117315;0.0237939;0.00353411;0.0358425;0.0630309;0.0529334;0.0465393;0.702053;-0.389046;-0.249219;0.0729867;0.0269377;0.0759538;0.0672077;0.00430599;-0.0628082;0.0652798;0.0489667;0.0214753;-0.103288;0.049852;0.050152;-0.067102;0.0134215;-0.0120281;0.0153721;-0.0274874;0.0385763;-0.00861122;0.0292421;-0.0927538;0.0247734;-0.0263068;-0.0224711;0.00302721;0.0605488;0.00226094;0.697896;-0.273132;-0.0216853;0.00244995;0.0349089;0.0444731;-0.0731223;-0.110029;0.238489;0.00122502;-0.0753694;0.0788473;-0.0832708;-0.0352009;0.10735;0.0956518;0.00435943;0.0118084;-0.0323514;-0.0212468;-0.00263023;-0.106518;0.0126536;0.00823836;0.0632835;-0.0273418;0.000373016;0.0449237;0.0511547;0.0141172
192;The.student.walked.along.the.long.hall.;student.walked.;0.788052;-0.257222;0.108412;-0.00927361;-0.0120305;0.102629;-0.0886493;-0.111808;0.0548141;0.134762;-0.0163508;-0.0221239;-0.0538766;0.0674336;0.102317;-0.0178336;0.00689878;-0.0511299;0.0377866;0.0384542;-0.00778671;0.0140691;0.0479477;-0.117315;0.0237939;0.00353411;0.0358425;0.0630309;0.0529334;0.0465393;0.545142;-0.192772;-0.369852;0.02423;-0.18915;-0.229295;0.0255368;-0.0590253;-0.00314719;0.0630734;0.127106;-0.00915415;0.0349505;-0.173414;-0.0796312;-0.0128189;-0.0696553;-0.0686449;-0.083922;-0.149592;0.0954748;-0.14926;0.0407746;-0.0227122;-0.0176981;-0.11473;-0.0768305;-0.0117887;0.0637075;0.109215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;The.summer.was.hot.;summer.was.hot;0.777441;-0.188192;0.105917;-0.0500453;0.0393363;0.103799;-0.0489741;-0.109619;0.0493834;0.160254;-0.0341986;0.018264;-0.121882;-0.00314628;0.0355305;-0.0371832;-0.0587514;0.0488363;-0.0427655;-0.00349042;0.0093767;-0.0394472;0.0211712;0.017415;0.00346784;-0.0512437;-0.0117413;0.025278;0.0907366;-0.0450572;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.715653;-0.125828;-0.0675021;0.00591864;0.0656399;-0.00735776;0.0106641;-0.186642;-0.0714788;0.234123;-0.199584;0.0206569;-0.0367642;0.0109066;-0.117682;0.0942067;0.000251336;0.126757;-0.131883;0.17061;0.0215068;-0.0677445;0.0475091;-0.0669156;-0.102665;0.0138894;0.0814065;-0.0535465;-0.00802265;-0.0205304
194;The.teacher.broke.the.small.camera.;teacher.broke.camera;0.755074;-0.244123;0.0851787;-0.00813484;-0.0249318;0.0713883;-0.0313785;-0.128336;0.0497809;0.175046;-0.0718041;-0.0203416;0.0103715;0.0266458;0.0464089;0.00573147;-0.0371704;-0.0272391;0.0219161;0.0617318;-0.00998744;-0.0255772;0.0585884;-0.0844738;0.0242813;-0.0131848;0.0617855;0.110382;0.0418507;0.0443432;0.592551;-0.253598;-0.339088;0.0414764;-0.129422;-0.143416;0.0748954;-0.12332;-0.018647;0.0837783;0.0807574;-0.0406099;-0.0241478;-0.10859;-0.0337665;0.00484278;-0.17435;-0.0624902;-0.025702;-0.0835396;0.0589615;-0.124169;0.0292501;0.022185;0.000308013;-0.0589485;-0.065089;-0.0179672;-0.0032958;0.0506847;0.63748;-0.0861601;0.11209;0.00323718;-0.0628954;0.0148669;0.0382628;-0.202324;-0.0183566;0.0836109;-0.0722929;-0.0197526;-0.0275157;0.0497879;-0.0029564;-0.0533886;0.00414734;0.0478319;0.00902744;0.0650892;0.0228849;0.0271736;0.00766384;0.0119314;-0.0127503;0.0280955;-0.0862133;-0.0851364;0.0473355;0.0343905
195;The.teacher.used.the.computer.;teacher.used.computer;0.755074;-0.244123;0.0851787;-0.00813484;-0.0249318;0.0713883;-0.0313785;-0.128336;0.0497809;0.175046;-0.0718041;-0.0203416;0.0103715;0.0266458;0.0464089;0.00573147;-0.0371704;-0.0272391;0.0219161;0.0617318;-0.00998744;-0.0255772;0.0585884;-0.0844738;0.0242813;-0.0131848;0.0617855;0.110382;0.0418507;0.0443432;0.611174;-0.28928;-0.41101;0.155939;0.00823302;-0.0233534;0.100979;-0.0944248;-0.195062;0.0709588;0.0493495;-0.0475313;-0.114253;0.0743891;0.0374924;-0.136013;0.0841633;0.0315289;0.0757508;-0.0224781;0.0481729;0.0179662;-0.0429899;-0.0640335;-0.0744501;0.0119728;-0.0135275;-0.026055;0.0425914;0.0213265;0.764339;-0.187075;0.0788473;0.00896713;0.0712576;0.0496176;-0.111374;-0.226275;-0.0122727;0.132272;-0.0904217;-0.00711499;-0.0565701;0.0941416;0.0545169;-0.035591;0.0397753;-0.0167064;0.0566662;0.0220163;0.0200196;0.0548673;0.0671451;-0.0190198;0.0127719;-0.00174778;0.000116164;-0.0301524;0.0721752;0.0169081
196;The.teacher.visited.the.beach.in.summer.;teacher.visited.beach;0.755074;-0.244123;0.0851787;-0.00813484;-0.0249318;0.0713883;-0.0313785;-0.128336;0.0497809;0.175046;-0.0718041;-0.0203416;0.0103715;0.0266458;0.0464089;0.00573147;-0.0371704;-0.0272391;0.0219161;0.0617318;-0.00998744;-0.0255772;0.0585884;-0.0844738;0.0242813;-0.0131848;0.0617855;0.110382;0.0418507;0.0443432;0.604051;-0.158564;-0.380321;0.115051;-0.113378;-0.0919087;0.122369;-0.0470932;-0.0610425;0.0643032;0.132647;-0.00373268;-0.1481;-0.0343986;-0.0536397;-0.0333896;-0.00109011;-0.0511814;-0.0314319;-0.0993252;0.0817719;-0.0900366;-0.0128083;-0.0744829;0.0232927;-0.0337608;-0.0168775;0.0376972;0.0649607;0.109806;0.663198;-0.0210581;0.119781;-0.0812856;-0.120939;-0.0783721;0.0199176;-0.0974682;0.0130827;0.111835;-0.0191142;0.0769957;-0.163957;-0.0683067;0.00434081;-0.0228877;0.0332855;0.0800816;-0.0465988;-0.0049206;0.00287649;0.00035572;0.0150126;-0.014933;-0.0869611;0.00876713;0.0599157;-0.0362822;-0.00617301;0.0104862
197;The.teacher.worked.at.the.new.school.;teacher.worked.;0.755074;-0.244123;0.0851787;-0.00813484;-0.0249318;0.0713883;-0.0313785;-0.128336;0.0497809;0.175046;-0.0718041;-0.0203416;0.0103715;0.0266458;0.0464089;0.00573147;-0.0371704;-0.0272391;0.0219161;0.0617318;-0.00998744;-0.0255772;0.0585884;-0.0844738;0.0242813;-0.0131848;0.0617855;0.110382;0.0418507;0.0443432;0.55432;-0.280482;-0.462228;0.0836564;-0.128656;-0.156069;0.0587139;-0.0904978;-0.0776565;0.0921161;0.178094;-0.0252994;-0.0689978;-0.0797725;-0.028866;-0.0375834;-0.0847877;-0.0600511;-0.00475237;-0.106424;0.0903725;-0.127972;0.0484948;-0.0726553;0.0122475;-0.0637107;-0.0682804;-0.0192359;0.0516019;0.0899604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;The.team.celebrated.;team.celebrated.;0.732108;-0.213574;0.115542;-0.00394773;-0.0867165;0.03857;0.0171291;-0.248887;0.0234935;0.194783;-0.00137834;-0.00582431;-0.0967939;0.0517564;0.0704084;-0.0138019;-0.0819785;0.0037408;0.0669121;0.0154038;0.0262833;0.0543758;0.0409432;-0.0522495;0.0644134;-0.0148793;0.0175689;0.0734513;0.0610161;0.00948231;0.646979;-0.384285;-0.276083;0.00571953;-0.0782302;0.0229281;0.195004;0.110583;-0.0696277;0.0893022;0.0627797;0.0187769;-0.128082;-0.061999;-0.0429057;-0.0372262;-0.0207324;-0.00566339;0.0440519;-0.0845346;0.0200023;-0.0204946;-0.0024763;-0.0460619;0.0257977;-0.0141031;0.0270817;0.0468804;-0.00047656;-0.0248572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;The.team.lost.the.football.in.the.forest.;team.lost.football;0.732108;-0.213574;0.115542;-0.00394773;-0.0867165;0.03857;0.0171291;-0.248887;0.0234935;0.194783;-0.00137834;-0.00582431;-0.0967939;0.0517564;0.0704084;-0.0138019;-0.0819785;0.0037408;0.0669121;0.0154038;0.0262833;0.0543758;0.0409432;-0.0522495;0.0644134;-0.0148793;0.0175689;0.0734513;0.0610161;0.00948231;0.72579;-0.277484;-0.29951;0.110283;0.0231691;-0.00823256;0.0820044;-0.0393644;-0.0545179;0.122832;0.0394601;-0.0119507;-0.155031;0.0489013;-0.0716865;-0.00757869;0.0091748;0.0303608;0.00379335;-0.0807601;0.0360726;-0.109552;0.0204338;-0.0720317;0.00382778;-0.0372059;-0.0676019;-0.0149673;0.0624521;0.061549;0.672725;-0.0500135;0.0363916;-0.021841;-0.0255799;-0.00975377;-0.0528974;-0.211283;-0.0416431;0.176396;-0.0576423;0.0484742;-0.114888;0.0542999;-0.0062411;-0.0111756;-0.00649728;0.0245629;-0.0424047;-0.0366947;0.00156084;0.00379137;-0.00308579;-0.0317347;0.0185374;-0.0394016;0.027651;0.0174224;-0.0206366;0.0369348
200;The.team.played.soccer.in.spring.;team.played.soccer;0.732108;-0.213574;0.115542;-0.00394773;-0.0867165;0.03857;0.0171291;-0.248887;0.0234935;0.194783;-0.00137834;-0.00582431;-0.0967939;0.0517564;0.0704084;-0.0138019;-0.0819785;0.0037408;0.0669121;0.0154038;0.0262833;0.0543758;0.0409432;-0.0522495;0.0644134;-0.0148793;0.0175689;0.0734513;0.0610161;0.00948231;0.583304;-0.246283;-0.479611;0.110193;-0.0943097;-0.109145;0.110639;-0.0553935;-0.0976288;0.0968727;0.133809;-0.0252078;-0.0988206;-0.0497027;-0.0466794;-0.0672145;-0.0472307;0.00275571;-0.0237862;-0.0684956;0.101453;-0.0919624;-0.0181334;-0.0646032;0.00767074;-0.0679896;-0.0320391;0.0130413;0.0550771;0.0720362;0.621124;-0.0116426;0.0166669;-0.0147754;0.0010135;-0.027839;-0.0389371;-0.208034;-0.0462057;0.16497;-0.0895462;0.0320827;-0.104742;0.0479805;-0.0477562;-0.013473;-0.00189113;0.0388007;-0.0564794;-0.0273222;0.0194915;0.00593528;0.0310061;-0.0226431;0.0180139;-0.076699;0.0391909;0.0350687;-0.000748308;0.0237744
201;The.terrorist.stole.the.car.;terrorist.stole.car;0.709321;-0.351949;0.0928485;-0.0289783;0.038883;0.150146;0.0227404;0.00580204;0.075791;0.021519;-0.0440663;0.0489992;0.036465;0.0470198;0.117264;0.102895;-0.0591897;-0.00670832;0.016292;-0.00975667;0.0148712;-0.0338578;0.0178359;-0.0712015;0.0628255;0.0248757;0.00866967;0.0525869;-0.0287716;0.00392871;0.597282;-0.0999776;-0.233727;0.000809231;-0.192503;-0.241207;0.100527;-0.117376;0.0151183;0.0119822;0.0958347;-0.0406675;-0.00787697;-0.157187;-0.0420602;0.0284073;-0.149586;-0.0812868;-0.0437072;-0.116102;0.0833495;-0.147214;0.054317;0.00826188;-0.0304005;-0.0957237;-0.0570373;0.00191192;-0.00502931;0.0266268;0.707318;-0.105716;0.106381;-0.0075218;0.0136277;0.00525222;0.00590947;-0.239724;-0.0224807;0.184663;-0.119628;0.060098;-0.0937337;0.0254147;0.0553881;-0.0638771;0.00156762;0.0362097;-0.0059834;0.0166894;0.00771654;0.0601862;0.0353202;-0.012905;0.0440239;0.00726626;-0.0313224;-0.0369707;0.0478806;0.0637404
202;The.ticket.was.on.the.red.desk.;ticket.was.;0.67403;-0.163643;0.0941075;0.0162105;-0.0646159;0.0548097;0.00156247;-0.222864;0.0233222;0.188211;-0.0829726;0.0329111;-0.0522136;0.0723672;0.0246403;-0.0273126;-0.010237;0.0150806;-0.0213715;0.0222761;-0.00761915;0.0316843;0.0291003;-0.025862;0.0212872;0.00308475;-0.0153866;0.0139999;0.0126432;0.0573941;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;The.tired.jury.left.the.court.;jury.left.court;0.689772;-0.322247;0.177418;-0.0482688;-0.0896071;0.102867;0.0507632;0.0669275;0.182864;0.0879176;0.0240199;-0.0149566;-0.0293935;-0.00367243;0.0303895;0.00748527;-0.0427346;-0.0479748;0.0361891;0.0168445;-0.00256599;0.004555;-0.0249961;-0.123966;-0.00754428;0.0100998;-0.0488146;0.0409329;0.0221054;0.0353042;0.733791;-0.260137;-0.148585;0.0929988;-0.129201;0.00745299;0.0410748;-0.030631;0.0229249;0.0970578;0.097025;-0.0177636;-0.108753;-0.0114661;-0.0692613;-0.0627299;-0.0121947;0.0494054;-0.0869811;-0.0302235;0.0565421;-0.00444056;-0.0410479;-0.0483359;0.0048723;-0.0279819;-0.0930464;-0.0265355;0.0963095;0.0322271;0.677886;-0.275303;0.154241;-0.0466518;-0.111155;0.0497074;-0.026419;-0.0461027;0.116538;0.126458;0.102315;0.034695;-0.126948;-0.0676383;0.0771246;0.000516339;-0.0661116;-0.022739;0.0180594;0.00823584;-0.0222282;-0.00876057;0.00160927;-0.0537747;-0.0139898;0.0236601;-0.0169205;0.0539669;0.0133363;0.0107764
204;The.tired.lawyer.visited.the.island.;lawyer.visited.island;0.596877;-0.186188;0.086593;-0.0194616;-0.071088;0.0461226;0.0715307;-0.105964;0.0701449;0.206373;-0.134381;0.0416367;-0.00537524;-0.00320275;0.0993142;-0.0216152;0.032624;-0.101345;0.0255775;0.00800992;-0.00327823;0.0267813;0.0755049;-0.087278;0.0854899;0.000866693;0.0553259;0.0873138;-0.0339636;0.0854078;0.604051;-0.158564;-0.380321;0.115051;-0.113378;-0.0919087;0.122369;-0.0470932;-0.0610425;0.0643032;0.132647;-0.00373268;-0.1481;-0.0343986;-0.0536397;-0.0333896;-0.00109011;-0.0511814;-0.0314319;-0.0993252;0.0817719;-0.0900366;-0.0128083;-0.0744829;0.0232927;-0.0337608;-0.0168775;0.0376972;0.0649607;0.109806;0.602162;-0.0460392;0.127867;-0.0674158;-0.16122;-0.0519528;0.0342015;-0.0816339;0.00607877;0.0641826;0.0655161;0.0393693;-0.156732;-0.0336006;0.00895155;0.00174395;-0.0114505;0.0793897;-0.0206693;0.00401155;-0.00839007;0.0153524;0.00854861;0.0508949;-0.0624232;-0.0209534;0.0457829;-0.00949874;-0.0165552;0.0165072
205;The.tired.patient.slept.in.the.dark.hospital.;patient.slept.;0.771712;-0.364999;0.0970257;0.0216396;0.0106282;0.145479;0.00807091;-0.00220064;0.0450897;0.056586;0.00845118;0.00151219;-0.00661371;0.0491917;0.0715303;-0.0239377;0.040097;-0.0267361;0.0268267;0.0472528;0.0003852;0.00353805;0.033194;-0.101767;-0.00212346;0.00502253;-0.00767698;0.0330918;0.0638173;0.00823085;0.500835;-0.21057;-0.401347;0.0510349;-0.163964;-0.190201;0.066283;-0.0571149;-0.0107629;-0.0150086;0.127724;-0.00555699;0.0117712;-0.157153;-0.136559;0.00293081;-0.065956;-0.0675811;-0.0855964;-0.160042;0.101051;-0.157538;0.0344191;-0.0410726;0.0323969;-0.099243;-0.0821458;-0.0135431;0.0545284;0.122294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;The.tourist.ate.bread.on.vacation.;tourist.ate.bread;0.718424;-0.173245;0.0987622;-0.0237151;0.0217385;0.021324;-0.0390374;-0.130656;-0.0296063;0.123009;-0.0724597;0.054934;-0.0768972;-0.00509986;0.0379874;-0.0264371;0.00900381;-0.0710444;0.0446954;-0.0495838;-0.0158327;0.0212821;0.0207941;-0.0166196;0.0298363;0.00547947;0.103556;0.0214902;-0.0391045;0.0038917;0.608733;-0.0945441;-0.276014;0.0524997;-0.106997;-0.170742;0.0428949;-0.121149;0.013188;0.0162891;0.150903;0.0122087;0.0574537;-0.125665;-0.114573;-0.0200077;-0.13896;-0.0739537;-0.0821888;-0.123386;0.0817512;-0.11722;0.0570707;-0.00630005;0.0281715;-0.109302;-0.0621868;-0.0310081;2.92178e-05;0.0541904;0.717343;-0.167262;0.0619597;-0.0396126;0.00912557;-0.0153951;0.00554411;-0.0575607;-0.0567068;0.00511038;-0.0864403;0.00425344;-0.00798305;-0.0106377;-0.0248385;0.0794937;-0.0300544;0.0903372;-0.0473051;-0.0531998;0.0607206;0.0240907;0.0137317;0.046286;-0.000634111;-0.0468954;-0.0679738;-0.0545856;-0.0101343;0.0219934
207;The.tourist.found.a.bird.in.the.theater.;tourist.found.bird;0.718424;-0.173245;0.0987622;-0.0237151;0.0217385;0.021324;-0.0390374;-0.130656;-0.0296063;0.123009;-0.0724597;0.054934;-0.0768972;-0.00509986;0.0379874;-0.0264371;0.00900381;-0.0710444;0.0446954;-0.0495838;-0.0158327;0.0212821;0.0207941;-0.0166196;0.0298363;0.00547947;0.103556;0.0214902;-0.0391045;0.0038917;0.557182;-0.209379;-0.458284;0.158855;-0.0618151;-0.0658209;0.0741753;-0.0993604;-0.0991192;0.0708733;0.127081;-0.0534814;-0.127501;-0.0228123;0.0199172;-0.0640322;0.0398258;0.0540946;-0.00721658;-0.0610979;0.0525601;-0.0448934;-0.0624164;-0.0787138;-0.0356638;-0.0125181;-0.0817119;0.0126147;0.0889163;0.0511642;0.779216;-0.14406;0.0839245;-0.0158123;-0.0202498;-0.0205215;0.00936141;-0.128836;0.0208438;0.162603;-0.0727382;0.030505;0.00863634;0.0486569;0.0509915;0.0288613;-0.030894;0.0417267;-0.0174258;-0.0314243;0.038309;-0.0062665;0.0159656;-0.0157575;-0.00178124;-0.0384536;-0.0225005;-0.0200389;-0.0199066;0.0394631
208;The.tourist.hiked.through.the.forest.;tourist.hiked.;0.718424;-0.173245;0.0987622;-0.0237151;0.0217385;0.021324;-0.0390374;-0.130656;-0.0296063;0.123009;-0.0724597;0.054934;-0.0768972;-0.00509986;0.0379874;-0.0264371;0.00900381;-0.0710444;0.0446954;-0.0495838;-0.0158327;0.0212821;0.0207941;-0.0166196;0.0298363;0.00547947;0.103556;0.0214902;-0.0391045;0.0038917;0.851844;0.164117;-0.0316655;0.0644739;0.0334962;-0.0588147;0.0238702;-0.130699;-0.0108662;0.0862931;-0.0230273;-0.0143375;-0.116558;0.0737493;0.0999889;0.00527478;-0.0426291;0.145734;0.0885367;0.0434731;0.0391543;0.00328829;0.102105;-0.0373576;-0.0309006;-0.0158133;-0.051397;-0.0333777;0.0527204;-0.0169426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;The.tourist.was.friendly.;tourist.was.friendly;0.718424;-0.173245;0.0987622;-0.0237151;0.0217385;0.021324;-0.0390374;-0.130656;-0.0296063;0.123009;-0.0724597;0.054934;-0.0768972;-0.00509986;0.0379874;-0.0264371;0.00900381;-0.0710444;0.0446954;-0.0495838;-0.0158327;0.0212821;0.0207941;-0.0166196;0.0298363;0.00547947;0.103556;0.0214902;-0.0391045;0.0038917;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.618;-0.0750922;-0.0590574;0.0613017;-0.0726028;0.00452244;0.069713;-0.0833683;-0.0625126;0.112306;-0.017405;0.198378;0.123735;0.104706;0.0140927;-0.0652538;0.00671743;-0.0536375;-0.0998634;0.0400735;-0.0348001;0.065583;-0.0230641;0.0227021;0.0612141;-0.036086;0.0450046;0.0332156;-0.012341;-0.0621468
210;The.tourist.went.to.the.restaurant.;tourist.went.;0.718424;-0.173245;0.0987622;-0.0237151;0.0217385;0.021324;-0.0390374;-0.130656;-0.0296063;0.123009;-0.0724597;0.054934;-0.0768972;-0.00509986;0.0379874;-0.0264371;0.00900381;-0.0710444;0.0446954;-0.0495838;-0.0158327;0.0212821;0.0207941;-0.0166196;0.0298363;0.00547947;0.103556;0.0214902;-0.0391045;0.0038917;0.565724;-0.201607;-0.327923;0.0076039;-0.200127;-0.217227;-0.0414965;-0.192494;-0.000172839;0.123115;0.166706;-0.0438905;-0.0122094;-0.162555;-0.0314098;0.0118136;-0.199046;-0.0874349;-0.0526237;-0.118342;0.0865175;-0.14421;0.0406444;-0.00432431;0.0191736;-0.0740523;-0.0739215;-0.0487856;0.0170285;0.0473932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;The.tree.grew.in.the.park.;tree.grew.;0.736297;-0.155633;0.153539;0.0295891;-0.0934702;0.0503801;0.071348;-0.164428;0.0279782;0.136742;-0.0260166;0.0163114;-0.0143273;0.00827854;0.0698157;-0.020983;-0.0669205;0.000889485;-0.00608989;0.0172866;0.0214757;-0.00142545;0.00433886;-0.00772792;-0.0142944;0.004764;-0.0254136;-0.0241884;-0.00891128;-0.00561753;0.542582;-0.179286;-0.268533;-0.011359;-0.21087;-0.199759;-0.0493157;-0.184554;-0.0266816;0.114469;0.178714;-0.0339216;-0.0369027;-0.172327;0.00274559;-0.000245913;-0.209579;-0.136905;-0.01941;-0.0946542;0.0793571;-0.121128;0.0521019;-0.00210699;0.0288506;-0.052421;-0.0252154;-0.0201069;-0.0140904;0.0421341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;The.tree.was.green.;tree.was.green;0.736297;-0.155633;0.153539;0.0295891;-0.0934702;0.0503801;0.071348;-0.164428;0.0279782;0.136742;-0.0260166;0.0163114;-0.0143273;0.00827854;0.0698157;-0.020983;-0.0669205;0.000889485;-0.00608989;0.0172866;0.0214757;-0.00142545;0.00433886;-0.00772792;-0.0142944;0.004764;-0.0254136;-0.0241884;-0.00891128;-0.00561753;0.606418;-0.163899;-0.23734;0.013636;-0.195265;-0.164073;-0.0426718;-0.264093;-0.047737;0.187805;0.168008;-0.104679;-0.0687691;-0.106101;0.103015;0.0141193;-0.276659;-0.107922;0.00954951;0.00349804;0.0626576;-0.0889314;0.0419047;0.0352784;0.0106005;-0.03506;-0.0624243;-0.0526197;-0.0236216;-0.00410861;0.809122;-0.0700654;0.0295687;-0.0257371;0.0192529;-0.0528224;-0.00524644;-0.0706039;0.00817935;0.190237;-0.0483628;0.015823;-0.0135149;0.00133197;0.0633808;-0.0382932;-0.0142228;0.155099;-0.00250367;-0.024163;0.058658;0.0140583;0.017125;0.0187715;-0.0580911;-0.0534378;-0.0413901;-0.0808568;-0.00534529;0.00491587
