Num;Sentence;subj_verb_obj;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90
1;The.accident.damaged.the.yellow.car.;accident.damaged.car;0.66788;-0.257214;0.0886298;-0.0282126;-0.0142963;0.055593;-0.0517328;-0.0323895;0.00546188;0.0523178;0.0503736;-0.0156155;-0.0727409;0.0498211;0.0311726;-0.00204327;-0.0936415;0.0477323;0.0238335;0.118755;-0.101619;0.0345784;0.00660441;0.11589;-0.0417841;-0.0743914;0.00836859;0.0905356;-0.0108773;0.119381;0.619513;-0.321095;-0.237058;0.0757577;0.0763007;0.0740803;0.118033;0.0637259;-0.118439;-0.0166584;-0.0276168;0.0306681;-0.0194218;0.026115;0.0327833;-0.0816551;0.0744167;0.0563381;0.0214664;0.00847154;0.0329247;0.00643437;0.00600842;-0.0356698;-0.0380595;0.05855;-0.0398333;0.00364908;0.0259622;0.0408935;0.707318;-0.105716;0.106381;-0.0075218;0.0136277;0.00525222;0.00590947;-0.239724;-0.0224807;0.184663;-0.119628;0.060098;-0.0937337;0.0254147;0.0553881;-0.0638771;0.00156762;0.0362097;-0.0059834;0.0166894;0.00771654;0.0601862;0.0353202;-0.012905;0.0440239;0.00726626;-0.0313224;-0.0369707;0.0478806;0.0637404
2;The.accident.destroyed.the.empty.lab.;accident.destroyed.lab;0.66788;-0.257214;0.0886298;-0.0282126;-0.0142963;0.055593;-0.0517328;-0.0323895;0.00546188;0.0523178;0.0503736;-0.0156155;-0.0727409;0.0498211;0.0311726;-0.00204327;-0.0936415;0.0477323;0.0238335;0.118755;-0.101619;0.0345784;0.00660441;0.11589;-0.0417841;-0.0743914;0.00836859;0.0905356;-0.0108773;0.119381;0.53749;-0.353364;-0.456495;0.10515;0.00989743;-0.0129782;0.176596;0.0704341;-0.176472;0.0077791;0.0502073;-0.00764447;-0.139395;-0.033797;-0.00922259;-0.0792422;0.0473502;0.0409416;0.0505148;-0.0577642;0.0359606;-0.0400354;-0.00368578;-0.0600033;-0.0411885;0.01187;-0.00752543;0.0173727;0.0658924;0.05359;0.750487;-0.0959956;0.120355;0.0148752;-0.0416685;0.0303746;-0.0167457;-0.190315;-0.0132096;0.113318;0.0210946;-0.0299308;-0.0489293;0.0287316;0.0649173;-0.0801815;-0.0118486;0.0113795;0.0280186;0.0316257;0.0344609;0.0251414;0.0319493;-0.0129237;-0.0020354;-0.020205;-0.000107074;0.0162664;0.0722128;-0.0234159
3;The.activist.dropped.the.new.cellphone.;activist.dropped.cellphone;0.63307;-0.160506;0.0334199;-0.0621368;-0.0660231;0.00416995;-0.0157943;-0.0764549;-0.0513001;0.0343447;0.0405415;-0.00327583;0.00819917;0.0374873;-0.0410242;0.0466;-0.0776491;0.00432524;0.0834228;0.0579332;-0.0942016;-0.0168108;0.0389138;0.0994558;0.00022551;-0.0832206;0.119272;0.118606;-0.0752023;0.0880852;0.60601;-0.300774;-0.446424;0.113901;-0.0838881;-0.0687613;0.116425;-0.0376172;-0.128523;0.0798084;0.111057;-0.0376607;-0.105173;-0.0450039;0.0011512;-0.0579685;-0.0371211;0.00869002;0.00373636;-0.0858284;0.0861584;-0.0989565;-0.000287225;-0.0845259;-0.0306834;-0.0310855;-0.0617963;-0.00696778;0.089411;0.095353;0.640853;-0.110597;0.0913762;-0.00379492;0.00105276;0.0266661;-0.00973726;-0.11726;-0.013125;0.0531558;-0.153522;-0.0195992;0.02342;0.0639666;-0.0524467;-0.0237275;0.0430704;-0.00489742;-0.0250655;0.0284286;0.0353479;0.0288959;0.0655624;-0.0084086;0.0516214;0.0785108;-0.0139369;0.0135106;0.07695;0.0896804
4;The.activist.listened.to.the.tired.victim.;activist.listened.;0.63307;-0.160506;0.0334199;-0.0621368;-0.0660231;0.00416995;-0.0157943;-0.0764549;-0.0513001;0.0343447;0.0405415;-0.00327583;0.00819917;0.0374873;-0.0410242;0.0466;-0.0776491;0.00432524;0.0834228;0.0579332;-0.0942016;-0.0168108;0.0389138;0.0994558;0.00022551;-0.0832206;0.119272;0.118606;-0.0752023;0.0880852;0.493125;-0.239861;-0.449433;0.0942827;-0.157209;-0.160202;0.0685335;-0.0119847;-0.0444709;-0.0017222;0.125065;-0.00588083;-0.0195332;-0.0844364;-0.129983;-0.0391651;-0.00412988;-0.0414517;-0.0591609;-0.141754;0.0837022;-0.154715;0.0188011;-0.0481087;0.0216922;-0.0645044;-0.0615016;0.0114889;0.0724882;0.0992618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;The.activist.marched.at.the.trial.;activist.marched.;0.63307;-0.160506;0.0334199;-0.0621368;-0.0660231;0.00416995;-0.0157943;-0.0764549;-0.0513001;0.0343447;0.0405415;-0.00327583;0.00819917;0.0374873;-0.0410242;0.0466;-0.0776491;0.00432524;0.0834228;0.0579332;-0.0942016;-0.0168108;0.0389138;0.0994558;0.00022551;-0.0832206;0.119272;0.118606;-0.0752023;0.0880852;0.526196;-0.197188;-0.345213;-0.01012;-0.146401;-0.149522;0.0447538;-0.0269771;-0.0827963;0.00776255;0.169862;0.0443278;0.0193204;-0.207248;-0.0839552;-0.0143746;-0.105242;-0.0888578;-0.0446129;-0.141088;0.0737752;-0.107701;0.021149;-0.0600965;-0.0102392;-0.0406138;-0.015119;0.0286763;0.0326691;0.0692935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;The.actor.gave.the.football.to.the.team.;actor.gave.football;0.702425;-0.0848734;0.0380734;-0.0211855;-0.00568876;0.0174844;-0.021045;-0.0364516;0.0280691;0.112645;0.034084;-0.112125;-0.00219783;0.0688245;-0.0907907;-0.00721445;-0.119071;0.0278406;0.0802108;0.130806;-0.0708574;-0.0643959;-0.0199301;0.065807;-0.0246603;-0.0494216;0.0235559;0.0910388;-0.0976422;0.0681861;0.596056;-0.198773;-0.352533;-0.00492392;-0.169475;-0.23301;-0.060059;-0.176857;-0.00265482;0.128663;0.163484;-0.0643828;-0.0167834;-0.172329;0.0046626;0.00793081;-0.225876;-0.115713;-0.00833485;-0.0890358;0.0669294;-0.13386;0.0593759;-0.00206819;0.0142408;-0.0888158;-0.0618673;-0.0286095;0.0148742;0.0188781;0.672725;-0.0500135;0.0363916;-0.021841;-0.0255799;-0.00975377;-0.0528974;-0.211283;-0.0416431;0.176396;-0.0576423;0.0484742;-0.114888;0.0542999;-0.0062411;-0.0111756;-0.00649728;0.0245629;-0.0424047;-0.0366947;0.00156084;0.00379137;-0.00308579;-0.0317347;0.0185374;-0.0394016;0.027651;0.0174224;-0.0206366;0.0369348
7;The.aggressive.team.took.the.baseball.;team.took.baseball;0.732108;-0.213574;0.115542;-0.00394773;-0.0867165;0.03857;0.0171291;-0.248887;0.0234935;0.194783;-0.00137834;-0.00582431;-0.0967939;0.0517564;0.0704084;-0.0138019;-0.0819785;0.0037408;0.0669121;0.0154038;0.0262833;0.0543758;0.0409432;-0.0522495;0.0644134;-0.0148793;0.0175689;0.0734513;0.0610161;0.00948231;0.591716;-0.180532;-0.331042;0.00968587;-0.201188;-0.222543;-0.053673;-0.196156;-0.0145284;0.138701;0.175753;-0.05809;-0.039996;-0.161241;0.00706317;-0.00182318;-0.219811;-0.129839;-0.0327277;-0.0843034;0.0719216;-0.12501;0.0394088;-0.00511847;0.010661;-0.0726329;-0.0575252;-0.0298494;-0.00176015;0.017826;0.686654;-0.0486563;0.0269865;-0.0234384;0.0348211;-0.00276805;-0.0454109;-0.178046;-0.0212342;0.161434;-0.0840313;0.0346869;-0.0839489;0.0794056;-5.75496e-05;-0.0066129;-0.0252142;0.0492982;-0.0502939;-0.0574183;0.0229674;0.00611969;0.00465848;-0.0228356;0.00497437;-0.0475195;0.0116999;-0.00263654;-0.00925803;0.0169539
8;The.angry.activist.broke.the.chair.;activist.broke.chair;0.63307;-0.160506;0.0334199;-0.0621368;-0.0660231;0.00416995;-0.0157943;-0.0764549;-0.0513001;0.0343447;0.0405415;-0.00327583;0.00819917;0.0374873;-0.0410242;0.0466;-0.0776491;0.00432524;0.0834228;0.0579332;-0.0942016;-0.0168108;0.0389138;0.0994558;0.00022551;-0.0832206;0.119272;0.118606;-0.0752023;0.0880852;0.592551;-0.253598;-0.339088;0.0414764;-0.129422;-0.143416;0.0748954;-0.12332;-0.018647;0.0837783;0.0807574;-0.0406099;-0.0241478;-0.10859;-0.0337665;0.00484278;-0.17435;-0.0624902;-0.025702;-0.0835396;0.0589615;-0.124169;0.0292501;0.022185;0.000308013;-0.0589485;-0.065089;-0.0179672;-0.0032958;0.0506847;0.741187;-0.146698;0.0861249;-0.0311608;-0.0457532;0.0233339;0.0531469;-0.0733284;0.0605788;0.142509;0.0152424;0.0474084;0.0153937;-0.0526698;0.0114964;-0.0862921;-0.0791232;0.0409124;0.0242277;0.0174795;0.0276231;0.061131;0.00289487;-0.0346277;0.00997857;-0.0448603;0.0189146;0.0251137;0.0732522;-0.00732491
9;The.angry.child.threw.the.book.;child.threw.book;0.760181;-0.330225;0.113829;0.0148104;0.00721514;0.104468;-0.0254745;-0.102613;0.0525475;0.125666;-0.0901222;-0.0278753;0.0118054;0.0101469;0.0693188;0.0387029;-0.0282322;0.0196929;0.00805015;0.0115771;0.017862;-0.0047662;0.105474;-0.0643497;0.0619068;-0.0243264;-0.00648995;0.0592235;0.0960891;0.0587266;0.570104;-0.166448;-0.344666;-0.0253767;-0.173337;-0.244115;-0.00621264;-0.0917973;-0.011688;0.0496411;0.103818;-0.0497673;0.0523062;-0.207407;-0.0781662;0.0140487;-0.171734;-0.103161;-0.0550758;-0.134087;0.0771759;-0.134278;0.0534392;0.0169386;-0.0160853;-0.104289;-0.0665433;-0.0390278;0.0180945;0.0440048;0.7333;-0.175474;0.0871558;0.0285537;-0.0632605;0.0459813;0.0011436;-0.231332;0.103095;0.210272;-0.0443147;0.0134725;-0.0750597;0.0467591;-0.0130647;-0.0129554;-0.0497151;-0.00859032;0.0188969;0.0240335;0.0108582;0.0212775;0.0261972;0.0349891;0.00535143;-0.0195459;0.0244095;-0.00534251;0.0389991;0.0153963
10;The.angry.lawyer.left.the.office.;lawyer.left.office;0.596877;-0.186188;0.086593;-0.0194616;-0.071088;0.0461226;0.0715307;-0.105964;0.0701449;0.206373;-0.134381;0.0416367;-0.00537524;-0.00320275;0.0993142;-0.0216152;0.032624;-0.101345;0.0255775;0.00800992;-0.00327823;0.0267813;0.0755049;-0.087278;0.0854899;0.000866693;0.0553259;0.0873138;-0.0339636;0.0854078;0.733791;-0.260137;-0.148585;0.0929988;-0.129201;0.00745299;0.0410748;-0.030631;0.0229249;0.0970578;0.097025;-0.0177636;-0.108753;-0.0114661;-0.0692613;-0.0627299;-0.0121947;0.0494054;-0.0869811;-0.0302235;0.0565421;-0.00444056;-0.0410479;-0.0483359;0.0048723;-0.0279819;-0.0930464;-0.0265355;0.0963095;0.0322271;0.704026;-0.154358;0.103877;-0.0232805;-0.010185;-0.0254704;-0.123834;-0.206791;-0.0604981;0.170789;0.0532331;0.0173031;-0.138118;0.0209371;-0.0084579;-0.0781066;-0.0401279;0.0300791;0.0730929;0.0484347;-0.0356972;0.0495337;0.0702817;-0.00805798;0.00966957;-0.0320996;0.0654613;0.0586592;0.0685627;0.033908
11;The.army.built.the.small.hospital.;army.built.hospital;0.707664;-0.20636;0.148158;-0.0530016;-0.103746;0.0423645;-0.015763;-0.0596238;0.0334665;0.110018;0.129326;-0.00666091;-0.118296;-0.0329203;-0.0670208;0.0127118;-0.100975;0.0570529;0.0310803;0.0406068;-0.0339588;0.00795558;0.0137614;0.0409579;-0.0208607;-0.0245204;0.0307381;0.0710206;0.00156685;0.0473512;0.705034;-0.26645;-0.29952;0.0997215;0.0501218;0.0249201;0.133444;-0.0559292;-0.131078;0.101936;0.00283796;0.0101589;-0.0653516;0.0198305;0.0524315;-0.165902;0.0173598;0.0381649;0.0491564;-0.0131746;0.0418748;0.00208507;-0.030137;-0.0693915;-0.0504532;-0.011264;-0.0271982;-0.0667343;0.0526506;0.00710931;0.697731;-0.177088;0.141942;-0.0682559;-0.0021614;-0.00399191;-0.0224216;-0.0648598;0.0601757;0.116355;-0.0154562;0.0684003;-0.164134;-0.0451179;0.114269;-0.0252633;-0.0164316;0.0323761;0.0329325;-0.00781999;-0.00353955;0.0100696;0.0742174;-0.0470241;0.0300684;-0.0283033;0.0465598;0.0654517;0.0507499;0.0275085
12;The.army.marched.past.the.school.;army.marched.;0.707664;-0.20636;0.148158;-0.0530016;-0.103746;0.0423645;-0.015763;-0.0596238;0.0334665;0.110018;0.129326;-0.00666091;-0.118296;-0.0329203;-0.0670208;0.0127118;-0.100975;0.0570529;0.0310803;0.0406068;-0.0339588;0.00795558;0.0137614;0.0409579;-0.0208607;-0.0245204;0.0307381;0.0710206;0.00156685;0.0473512;0.526196;-0.197188;-0.345213;-0.01012;-0.146401;-0.149522;0.0447538;-0.0269771;-0.0827963;0.00776255;0.169862;0.0443278;0.0193204;-0.207248;-0.0839552;-0.0143746;-0.105242;-0.0888578;-0.0446129;-0.141088;0.0737752;-0.107701;0.021149;-0.0600965;-0.0102392;-0.0406138;-0.015119;0.0286763;0.0326691;0.0692935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;The.artist.drew.the.river.;artist.drew.river;0.741492;-0.101912;0.111912;0.0190347;-0.0309217;-0.00471821;-0.0270154;-0.113068;0.0299986;0.156793;0.0401374;-0.0582851;-0.0511777;0.151787;-0.0817034;-0.0497055;-0.0970957;0.0653142;0.0706132;0.0855433;-0.0132806;0.0174961;-0.00247313;0.0524003;-0.0249345;-0.0437934;0.0106171;0.0753106;-0.0846358;0.0421452;0.718324;-0.0255482;-0.218607;-0.0430381;-0.0493127;-0.22487;-0.0513112;-0.0374327;0.0448219;0.165826;0.0859712;-0.0856763;0.0165263;-0.0097878;-0.0359197;0.0312776;-0.175588;-0.0295807;0.0360447;-0.0726795;0.0751483;-0.0875009;0.00843416;-0.0126122;-0.0141997;-0.0445187;-0.0571386;-0.00214374;-0.00184768;0.0217319;0.708416;-0.109714;0.188894;-0.0798141;-0.14725;-0.0417674;0.0610428;-0.0783131;0.0384764;0.0878836;0.0489644;0.0467694;-0.148159;-0.0665984;0.0525572;-0.00904681;-0.05346;0.0451816;-0.010296;-0.0617936;0.0284584;0.00550363;-0.0172372;-0.0153012;-0.0896665;0.00763358;0.0132138;0.0023333;-0.0337272;-0.0253537
14;The.artist.found.the.red.ball.;artist.found.ball;0.741492;-0.101912;0.111912;0.0190347;-0.0309217;-0.00471821;-0.0270154;-0.113068;0.0299986;0.156793;0.0401374;-0.0582851;-0.0511777;0.151787;-0.0817034;-0.0497055;-0.0970957;0.0653142;0.0706132;0.0855433;-0.0132806;0.0174961;-0.00247313;0.0524003;-0.0249345;-0.0437934;0.0106171;0.0753106;-0.0846358;0.0421452;0.557182;-0.209379;-0.458284;0.158855;-0.0618151;-0.0658209;0.0741753;-0.0993604;-0.0991192;0.0708733;0.127081;-0.0534814;-0.127501;-0.0228123;0.0199172;-0.0640322;0.0398258;0.0540946;-0.00721658;-0.0610979;0.0525601;-0.0448934;-0.0624164;-0.0787138;-0.0356638;-0.0125181;-0.0817119;0.0126147;0.0889163;0.0511642;0.721743;-0.156555;0.146885;-0.0203203;-0.0899485;0.0194733;0.106783;-0.138984;0.0605715;0.169225;-0.0266464;0.0257387;0.0277577;-0.0255345;0.00650597;-0.0294428;-0.0443722;0.152105;-0.0192775;0.0108672;0.0358418;0.0302937;-0.0155559;-0.0250137;-0.0701306;-0.0335119;-0.0852291;-0.0771926;0.0514107;0.0272418
15;The.artist.hiked.along.the.mountain.;artist.hiked.;0.741492;-0.101912;0.111912;0.0190347;-0.0309217;-0.00471821;-0.0270154;-0.113068;0.0299986;0.156793;0.0401374;-0.0582851;-0.0511777;0.151787;-0.0817034;-0.0497055;-0.0970957;0.0653142;0.0706132;0.0855433;-0.0132806;0.0174961;-0.00247313;0.0524003;-0.0249345;-0.0437934;0.0106171;0.0753106;-0.0846358;0.0421452;0.851844;0.164117;-0.0316655;0.0644739;0.0334962;-0.0588147;0.0238702;-0.130699;-0.0108662;0.0862931;-0.0230273;-0.0143375;-0.116558;0.0737493;0.0999889;0.00527478;-0.0426291;0.145734;0.0885367;0.0434731;0.0391543;0.00328829;0.102105;-0.0373576;-0.0309006;-0.0158133;-0.051397;-0.0333777;0.0527204;-0.0169426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;The.artist.kicked.the.football.;artist.kicked.football;0.741492;-0.101912;0.111912;0.0190347;-0.0309217;-0.00471821;-0.0270154;-0.113068;0.0299986;0.156793;0.0401374;-0.0582851;-0.0511777;0.151787;-0.0817034;-0.0497055;-0.0970957;0.0653142;0.0706132;0.0855433;-0.0132806;0.0174961;-0.00247313;0.0524003;-0.0249345;-0.0437934;0.0106171;0.0753106;-0.0846358;0.0421452;0.562726;-0.269913;-0.443304;0.0739524;-0.100829;-0.128236;0.171704;-0.00780956;-0.0971775;0.0494929;0.0693832;-0.00783687;-0.0824242;-0.0777259;-0.103136;-0.0170225;-0.0689504;0.00708087;-0.0116705;-0.111298;0.067948;-0.112586;0.0297896;-0.0521051;-0.0125233;-0.0541875;-0.042115;0.0235258;0.0717972;0.0628956;0.672725;-0.0500135;0.0363916;-0.021841;-0.0255799;-0.00975377;-0.0528974;-0.211283;-0.0416431;0.176396;-0.0576423;0.0484742;-0.114888;0.0542999;-0.0062411;-0.0111756;-0.00649728;0.0245629;-0.0424047;-0.0366947;0.00156084;0.00379137;-0.00308579;-0.0317347;0.0185374;-0.0394016;0.027651;0.0174224;-0.0206366;0.0369348
17;The.artist.liked.chicken.;artist.liked.chicken;0.741492;-0.101912;0.111912;0.0190347;-0.0309217;-0.00471821;-0.0270154;-0.113068;0.0299986;0.156793;0.0401374;-0.0582851;-0.0511777;0.151787;-0.0817034;-0.0497055;-0.0970957;0.0653142;0.0706132;0.0855433;-0.0132806;0.0174961;-0.00247313;0.0524003;-0.0249345;-0.0437934;0.0106171;0.0753106;-0.0846358;0.0421452;0.447105;-0.186958;-0.396035;0.103459;-0.170145;-0.160582;0.0691798;-0.0576182;0.0186012;0.0184256;0.135762;0.00308735;-0.00865152;-0.0541328;-0.115626;0.0125412;-0.0431559;-0.0576752;-0.122628;-0.127367;0.0605818;-0.160908;0.0247659;-0.0227524;0.0634725;-0.0881526;-0.0863195;-0.0409967;-0.00312941;0.08369;0.749905;-0.109816;0.0411705;-0.0152759;-0.00956188;-0.018907;0.022788;-0.0722894;-0.00984849;0.0488512;-0.126409;-0.0356535;0.0199369;-0.0207547;-0.0197457;0.0335964;-0.0176451;0.0717016;-0.058336;-0.042417;0.0491852;-0.0159768;-0.0379885;0.0291695;-0.0210414;-0.0536181;-0.0513998;-0.0419724;-0.0227212;0.0102809
18;The.artist.shouted.in.the.hotel.;artist.shouted.;0.741492;-0.101912;0.111912;0.0190347;-0.0309217;-0.00471821;-0.0270154;-0.113068;0.0299986;0.156793;0.0401374;-0.0582851;-0.0511777;0.151787;-0.0817034;-0.0497055;-0.0970957;0.0653142;0.0706132;0.0855433;-0.0132806;0.0174961;-0.00247313;0.0524003;-0.0249345;-0.0437934;0.0106171;0.0753106;-0.0846358;0.0421452;0.554746;-0.178711;-0.29719;0.0169385;-0.220415;-0.218104;0.0699838;0.0151261;-0.0213541;0.0412141;0.120096;-0.0507877;0.0692429;-0.142731;-0.093278;-0.00569101;-0.0933327;-0.115316;-0.0948626;-0.145231;0.0388978;-0.104456;0.0378384;-0.00591434;-0.00751262;-0.0808242;-0.0648198;0.00345766;0.00654802;0.0667697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;The.author.interviewed.the.scientist.after.the.flood.;author.interviewed.scientist;0.696527;-0.0364247;0.0804972;0.0415826;0.0084153;0.0653171;-0.0228338;-0.0231799;0.0982186;0.144343;0.112389;-0.13172;-0.0653158;0.114888;-0.103545;0.054104;-0.0159571;0.0147468;0.14082;0.152803;-0.0846382;-0.0718539;-0.0117994;-0.033644;-0.0426324;-0.0637194;-0.0629895;0.044842;-0.026254;-0.12087;0.553186;-0.270714;-0.409611;0.0673683;-0.105512;-0.0968692;0.138159;0.0727651;-0.130485;0.0197795;0.165266;0.00122724;-0.14939;-0.0308763;-0.058487;-0.0457751;0.0229095;0.0356762;0.00502799;-0.0832309;0.0670151;-0.0755411;-0.0226471;-0.155406;-0.00967346;-0.0202756;0.0173499;0.0928507;0.0632902;0.0800433;0.641833;-0.184523;0.106908;-0.0240377;-0.180266;0.0297399;0.0810691;-0.0575608;0.061398;0.119367;-0.0296786;-0.009155;0.0408243;0.0109539;0.0643659;-0.00825761;-0.0422525;-0.113667;0.0320067;0.0256892;-0.00513553;-0.0199539;0.0103919;-0.0454794;0.0446609;0.0336854;0.0585857;0.101491;-0.0594626;0.0548063
20;The.author.kicked.the.desk.;author.kicked.desk;0.696527;-0.0364247;0.0804972;0.0415826;0.0084153;0.0653171;-0.0228338;-0.0231799;0.0982186;0.144343;0.112389;-0.13172;-0.0653158;0.114888;-0.103545;0.054104;-0.0159571;0.0147468;0.14082;0.152803;-0.0846382;-0.0718539;-0.0117994;-0.033644;-0.0426324;-0.0637194;-0.0629895;0.044842;-0.026254;-0.12087;0.562726;-0.269913;-0.443304;0.0739524;-0.100829;-0.128236;0.171704;-0.00780956;-0.0971775;0.0494929;0.0693832;-0.00783687;-0.0824242;-0.0777259;-0.103136;-0.0170225;-0.0689504;0.00708087;-0.0116705;-0.111298;0.067948;-0.112586;0.0297896;-0.0521051;-0.0125233;-0.0541875;-0.042115;0.0235258;0.0717972;0.0628956;0.617617;-0.103351;0.102676;-0.011622;-0.130192;-0.0184604;-0.0136256;-0.205123;-0.000852031;0.137186;-0.0318967;0.0206841;-0.0669332;0.0333759;-0.0213893;-0.0731461;-0.00499181;-0.00545518;-0.00251288;0.0121087;-0.000275357;0.0599867;0.0339338;0.00796374;0.0383207;0.00807253;-0.0190884;0.0149681;0.0781832;0.0332092
21;The.banker.bought.the.expensive.boat.;banker.bought.boat;0.573611;-0.0977018;0.0572407;-0.0281138;-0.193351;-0.00530431;0.00426766;-0.0344023;0.0654791;0.0503682;-0.0271858;-0.00385039;0.0245261;0.0126908;0.00797808;-0.0504152;0.0454472;-0.0727679;-0.00412355;0.0226524;-0.0180675;-3.31267e-05;-0.00214476;-0.0215725;0.0451618;-0.00751387;0.0192704;0.0810922;-0.0155838;0.107757;0.459724;-0.173389;-0.410182;0.0975602;-0.0999242;-0.144773;0.0819382;-0.0712349;-0.0281902;0.0558856;0.111026;-0.00443417;-0.0766407;-0.0501283;-0.0701429;-0.0653285;-0.0554576;-0.0325163;-0.0410075;-0.0952427;0.0880542;-0.115131;0.00490047;-0.0600582;0.0304683;-0.0841601;-0.0874171;-0.0297629;0.0687086;0.0883604;0.723357;-0.184624;0.13507;-0.0434277;-0.0285352;0.0450323;0.0352851;-0.171899;0.0326583;0.193121;-0.0996679;0.0400142;-0.0237366;-0.0278477;-0.0286939;-0.0309682;-0.0402944;0.0533931;-0.00751425;0.0252054;0.0145526;0.0210211;0.0184961;-0.0543735;-0.0353586;0.0125418;0.00346832;-0.013025;0.0403132;0.0388023
22;The.banker.drank.cold.water.;banker.drank.water;0.573611;-0.0977018;0.0572407;-0.0281138;-0.193351;-0.00530431;0.00426766;-0.0344023;0.0654791;0.0503682;-0.0271858;-0.00385039;0.0245261;0.0126908;0.00797808;-0.0504152;0.0454472;-0.0727679;-0.00412355;0.0226524;-0.0180675;-3.31267e-05;-0.00214476;-0.0215725;0.0451618;-0.00751387;0.0192704;0.0810922;-0.0155838;0.107757;0.529736;-0.181238;-0.364607;0.0118253;-0.148062;-0.208069;0.0137482;-0.0629204;-0.0212522;-0.0154286;0.0978838;-0.0321999;0.0697384;-0.208878;-0.143362;-0.0242244;-0.0873905;-0.100368;-0.0758589;-0.139414;0.0763592;-0.140959;0.0364915;-0.0312059;0.0233745;-0.100759;-0.0700708;-0.0172964;0.0394333;0.091325;0.77441;-0.251344;0.0743084;-0.0254952;0.0666419;0.0311609;-0.125827;-0.114736;-0.0672847;0.0426013;-0.0260596;0.0232413;-0.0117822;-0.0137373;0.0914956;0.0102395;-0.0336786;0.081735;-0.0196892;0.00246058;0.0399797;0.0202536;0.00696662;-0.0157995;-0.0538999;-0.0217948;-0.0422871;-0.0827677;0.0438398;0.00537243
23;The.banker.was.injured.in.the.accident.;.injured.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.632483;-0.354448;-0.2097;0.0467217;0.0121221;0.045522;0.0715065;0.100062;-0.0945502;-0.029712;0.0945305;-0.00471328;-0.101644;0.00735547;-0.0694596;-0.00125904;0.0253025;0.160791;-0.0114002;0.0100207;0.0223691;0.0214919;0.0152573;-0.0128838;-0.00282468;0.00654769;-0.0272034;0.0777448;0.0387468;0.0764288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;The.banker.watched.the.peaceful.protest.;banker.watched.protest;0.573611;-0.0977018;0.0572407;-0.0281138;-0.193351;-0.00530431;0.00426766;-0.0344023;0.0654791;0.0503682;-0.0271858;-0.00385039;0.0245261;0.0126908;0.00797808;-0.0504152;0.0454472;-0.0727679;-0.00412355;0.0226524;-0.0180675;-3.31267e-05;-0.00214476;-0.0215725;0.0451618;-0.00751387;0.0192704;0.0810922;-0.0155838;0.107757;0.5631;-0.228898;-0.426619;0.0839417;-0.148632;-0.159598;0.0649587;-0.036338;-0.00249858;0.035661;0.105539;0.00993675;0.00380015;-0.0907285;-0.129731;-0.0403567;-0.00222351;-0.0374203;-0.0892467;-0.136791;0.100439;-0.121646;0.0281464;-0.0396785;0.0250641;-0.101185;-0.0397783;-0.00321088;0.0593981;0.0941101;0.697896;-0.273132;-0.0216853;0.00244995;0.0349089;0.0444731;-0.0731223;-0.110029;0.238489;0.00122502;-0.0753694;0.0788473;-0.0832708;-0.0352009;0.10735;0.0956518;0.00435943;0.0118084;-0.0323514;-0.0212468;-0.00263023;-0.106518;0.0126536;0.00823836;0.0632835;-0.0273418;0.000373016;0.0449237;0.0511547;0.0141172
