WhichWord;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100
company;0.434228913495;-0.0313272711423;-0.180628041312;-0.444420802078;-0.187570242526;-0.347761284348;0.262430214173;-0.132663728805;0.543412666493;0.251132735674;0.181035464105;-0.370411412105;-0.165715182892;0.0369755939284;0.0163644071488;-0.0776766790762;0.67435395338;0.107182707249;-0.127803257401;-0.515026339012;0.202165344342;0.207238277968;0.247587751616;0.110933770992;0.0785829947716;-0.18977618602;-0.010899282446;-0.274937401734;0.0108026245649;-0.019936175736;-0.41266834137;0.0206811382119;-0.0443328234838;0.329024835228;0.0258829853623;-0.266440234126;-0.300007339868;0.00808963478398;-0.0142284104436;-0.286506048659;-0.0896139954416;-0.214074343744;-0.101049601406;0.0502246439384;-0.489042161508;0.449682744188;-0.239806252003;1.0;0.0154512214187;0.00465671964043;-0.517162976489;-0.366216038376;-0.251121938555;0.269746883174;-0.339937555221;0.661265313642;0.42154836251;-0.209811337472;0.319793680557;0.181903065442;-0.0150676602298;0.490130527473;0.181926091736;-0.025320646255;-0.236012697535;-0.761422937719;0.224126571319;0.155272451733;0.3663105915;0.316870059443;-0.535060076521;0.414557310694;-0.297736486664;-0.199635490462;-0.792632792029;-0.639828557825;0.0726125618393;0.296615502009;-0.00485097455731;0.90758325032;-0.0883725694083;0.398963242124;-0.202412122109;-0.264383441423;0.659070146521;-0.274619211727;0.382082850967;-0.253197986608;0.142600387834;0.502667916564;0.335106620622;0.464841848717;-0.352805391038;-0.525348007348;0.00289532095993;0.113193565065;-0.253279689507;0.274268745401;-0.315488739444;-0.249397646536
new;0.490567591628;0.127252057618;-0.200559855346;0.628628371741;0.725069801869;-1.0;0.182739576884;0.0483123362515;-0.00476722041522;0.0184136613324;-0.00449946755961;-0.21050550866;-0.149942611063;-0.509431956804;0.0326977481468;0.0193525282308;0.182029542264;-0.248845855802;0.0524447107001;-0.36579500876;0.230516505358;-0.334959604455;-0.00302852842832;0.123235878178;0.049408707255;0.00613773387297;-0.179313650718;-0.218286084314;0.0165066346804;-0.083450414286;0.0935674734847;0.0100602550043;-0.0322960108744;-0.0431794919474;0.136580350314;0.237087415166;-0.293083782521;-0.0435722928397;0.100748865087;0.247716794617;-0.0201037221205;0.0946146791359;-0.0555780126919;-0.424056618518;-0.247660038158;-0.0425232663432;0.0896922025164;0.184156880499;0.223718415971;-0.17151837695;-0.200730393071;-0.270065508786;0.267844145883;-0.267529120994;0.188778684076;-0.149510225577;-0.33935796282;-0.0642422070259;-0.15661142394;0.140823869874;-0.109072020061;0.0181738331212;0.0700970552609;-0.0461756854432;0.0536389839881;-0.27603654962;-0.00663599183456;-0.353751984028;0.0927665952054;-0.208310033968;0.108863982716;-0.097078026745;0.0231452926899;-0.233737806864;0.284662400928;0.10905677568;-0.123785409939;-0.287899489706;0.0378724672135;-0.165346544434;0.145466669463;-0.0868046980469;-0.136513302838;-0.276829302935;0.0510420451451;0.0419710584777;-0.0461205790559;0.19932223562;0.231552437283;0.0120443835993;0.0580887039322;0.311526050785;-0.0306903687425;0.0149433341157;-0.185439237934;0.00869088077571;0.11278949702;-0.225863202851;-0.0740200525763;0.0774531703125
end;0.628580513351;-0.202890895002;-0.126534613217;0.396447750914;-0.413157263956;0.0910606893708;-0.303979429927;-0.141744190677;-0.342394340929;-0.0893089035574;-0.153806511577;0.114900787934;-0.419285471207;0.481276944028;0.234925320169;-0.36302136478;0.188115797455;0.30267852054;0.435735434823;-0.274359467948;0.299177944851;-0.248311780443;-0.518688547268;0.0792564368956;-0.0250232164181;1.0;0.0198117251924;0.4664315721;0.232841477522;-0.136065337616;-0.17397016124;-0.2501447462;0.558741474334;-0.039818802173;0.0788954033247;-0.0329788622544;-0.138544829305;-0.121693101795;0.0975254911126;0.114954446359;-0.11229491069;0.151049292011;0.144831508499;0.19365429195;0.313821664886;-0.25430129065;0.149020795678;-0.111368626843;-0.0819425200269;-0.100819873476;0.0824242687381;0.0323625465533;0.119279484193;-0.0906992995609;-0.0758542157387;0.053958989115;0.0949058116849;0.131928281795;0.166773983362;-0.277350070121;-0.345655229043;-0.0235837636956;0.175991268765;0.121480193123;0.433897713566;0.171345377778;-0.240515279213;-0.369833908634;-0.189254033205;-0.154917833297;-0.190302259902;0.194314578358;-0.0654743821387;0.125709137594;-0.195920755027;0.141594796572;-0.0917199080303;0.139647015567;-0.176685821907;-0.16000764181;0.0262832650832;-0.109482941213;0.184717977484;-0.214448930511;0.191502527364;-0.0481342341153;0.0439125759749;0.17321999968;-0.105455555344;0.367019452852;-0.568500164805;0.117151284624;-0.318981134204;-0.425945328571;0.0744080388833;0.452140440923;0.0393591377998;-0.212638979424;0.178501458763;-0.186525898239
meeting;0.613436646328;-0.199000500644;-0.340930002474;-0.330335797115;-0.566880590205;0.0547320230038;0.135397017082;-0.461546489362;-0.230732393802;-0.422892793189;-0.376822384126;0.191391784055;-0.612657307082;0.0240013498391;-0.100784696883;-0.409526430574;0.21923171394;1.0;0.347298450936;-0.0851780224551;0.327066716583;-0.472703272133;-0.366176109013;0.319113496209;-0.357462278296;0.166088132243;-0.25926023562;-0.351673625456;0.361995882317;-0.55941509112;0.162713461189;-0.386573837926;0.236260704118;0.00177328045772;-0.084244782795;0.135026674247;-0.284361149231;-0.124445749091;-0.160935270039;-0.465189659393;-0.214352669229;0.354898742852;-0.352997543341;0.169420102592;0.0311543135403;0.0156293743372;0.191772055906;0.34090588905;-0.00207618877877;0.0744572755894;-0.0141987032711;-0.344511467354;0.184255962655;-0.49719534392;-0.133381094307;0.0424401413176;0.0973131631573;-0.0479943962472;0.123252984494;-0.16889968828;0.484084587619;0.283051261439;-0.00772758568263;-0.272311492749;-0.0620742243465;-0.484031378393;-0.0553100395166;-0.320207623379;0.313487432815;-0.238093913417;0.203932924643;0.264459977013;0.133226240731;0.209586678695;-0.00886891527545;0.384333773729;-0.339436143016;0.0361980313051;0.050626893786;0.0804729997633;0.0287497884832;-0.406886574075;-0.0751419267134;-0.325478619035;0.121910761875;0.0634936669177;-0.200632997888;0.240265448779;-0.0537862030151;-0.117645427745;-0.0383911032949;-0.673253494311;-0.634871556099;-0.455398295828;-0.722147927204;-0.0342116252592;0.592894378642;-0.181010894691;0.295869953221;-0.329726459886
take;0.607871757858;0.215696312257;-0.400273838848;0.845805602587;0.105674536472;0.931786198735;-0.720711781517;0.189247857399;-0.338395610737;-0.485824813152;-0.275635839834;-0.463613990537;-0.689644512391;0.0689082303835;-0.0451379899808;0.127413009478;1.0;-0.087330545107;-0.276701018665;-0.718063372298;0.132643370484;0.0262024681195;-0.245155644948;-0.137161344582;0.521156310971;0.974311847904;0.469453287604;0.785676068821;0.0935273580397;0.0948537901766;-0.138271466938;0.258784530902;0.877548908375;0.093649898594;0.0724486446888;0.116721418548;-0.597517488615;-0.302973362777;0.239283199413;0.458866412595;0.221724618383;-0.251436265676;0.138912956787;-0.101751924626;0.155225380333;-0.0955409351271;-0.105988286724;-0.143871048429;0.30882251309;-0.0717064661739;0.0458152059178;0.0442287882494;-0.0408458233375;0.0828041200353;-0.0958459748998;0.0840424503699;0.0954866384164;0.261757806729;-0.155978479065;-0.178574652431;0.0218383100346;-0.496830425788;-0.160314266691;0.0862560673807;0.224138995525;0.0352749694679;-0.158442176233;-0.127642781155;-0.160532496189;0.0704263958601;-0.121825824471;0.00994901552196;-0.00252812855632;-0.233106254154;0.0795088597862;0.0654653625842;0.113428765399;0.195662902681;-0.205427132991;0.0647352041241;-0.229030615656;-0.194308978322;-0.139985225093;-0.0149981891662;0.0652006859282;0.222154486083;0.0153379561065;-0.0810322136716;-0.310443384209;0.245913990006;0.117039832291;0.117692821279;0.241860252725;-0.309034937415;0.0751262209171;-0.0435779746729;0.0660784070033;0.109825317615;-0.0831678361265;-0.196674964828
agreement;0.655188258711;-0.283684924184;-0.420210193367;-0.315405138051;-0.956126808364;-0.307836609635;0.33406108427;-0.434023245462;0.346120962529;-0.249347457012;-0.319016793286;-0.162465457737;-0.436110396958;0.342220156107;-0.283028726228;-0.282131431369;0.578613141496;0.548702991794;-0.231503438486;-0.633933337453;0.523965735756;-0.505115000412;-0.104890377868;0.377282315234;0.138538947361;-0.738457971282;-0.0698684326266;-0.463855029141;0.341784884;-1.0;0.191939116639;-0.396342569155;0.512988259106;-0.229626515993;-0.148251902889;0.519451740831;-0.132720986028;0.228115760703;-0.731182887138;-0.518027016997;-0.607224600609;0.531794174146;-0.410066885205;0.0449047761676;-0.288196921566;0.268898770999;0.392940530468;0.703727327164;0.155240976529;-0.38126618107;-0.32828773916;-0.519559932113;0.283603019991;-0.478739401784;0.104822500449;-0.0609770136145;-0.15854805295;0.0111283934897;0.141332102151;0.015904656944;-0.00878432630979;0.267322463529;0.630863099775;0.107134488354;-0.781987796224;-0.166341478723;-0.0311859881793;-0.177355719407;0.783008369465;-0.345229408217;0.41926619555;-0.228525624784;-0.0715759461218;-0.197708336997;-0.737747846448;0.175142499334;0.33817621121;-0.517564963156;-0.684379955947;0.418054764858;-0.223697181839;0.21284980695;-0.121189359293;-0.498422493027;0.524098013259;-0.448248321564;0.0216061323075;-0.0749683845999;0.174177636638;0.19993625181;-0.132170727048;-0.230985046796;-0.455356596507;0.565241676283;0.133944659875;-0.333922447418;0.496040044688;0.0678441250433;-0.1817761616;0.0253961483034
see;0.548794374613;0.258664470535;-0.400067761595;0.752792463731;-0.0480905830652;0.757886095584;-0.551829245106;0.266429878872;-0.225316511483;-0.310110360543;-0.258529743569;-0.469085740129;-0.647160714825;0.311662798028;-0.0404942982938;0.293770124892;0.856192801404;-0.333454609788;-0.0917152551493;-0.629653200901;0.357526252912;-0.345635958158;-0.461557014042;-0.00578293353234;0.295238212209;1.0;0.0283046378414;0.647789807313;0.0182536458357;0.354034379045;-0.321673090438;0.0873742939615;-0.0593431830097;0.155827261483;0.433565373783;-0.419288131366;0.450242437869;0.212752688475;0.463029141275;0.0393098586282;0.529446561119;-0.609274040595;0.0139359113037;-0.194501910816;0.0920582479206;0.218116003452;-0.180858972635;-0.191973321009;-0.0332925712035;0.194159861609;0.127192975674;-0.114590190836;-0.240703385475;0.990668964412;0.177314661051;0.132702898821;0.224070921723;0.396247639848;0.102475062753;0.0240648749594;-0.0635594729369;0.0383678729174;0.188116766972;-0.331317985121;0.258708145829;-0.136371875427;-0.0687529169955;0.241121615883;-0.161653264098;0.0770839369815;-0.362375344039;0.179494543857;-0.143473113512;0.00129009317658;0.0210536151778;-0.351895492813;-0.287911411314;0.373991555588;0.310310759065;0.257695928463;-0.299672688471;0.108083938229;-0.110517087361;0.0784574047356;-0.0593827460744;0.347785429761;-0.254643916116;-0.278393745275;0.11055774122;-0.248066158905;-0.0999043113732;-0.0786803272015;0.130035954853;-0.0722837737014;-0.40927944883;-0.12608010815;0.0848811348513;0.0588381589102;-0.0354883621778;0.0657489003943
plan;0.523283399612;-0.120037834552;-0.367619238493;-0.160768662941;-0.721488875487;0.0277792654854;0.16654380088;-0.23892881508;0.445676185986;-0.182759965485;-0.20616664661;-0.357407245532;-0.311900537886;-0.0820995164686;-0.464848419578;-0.035341256123;0.630588633342;0.312012444997;-0.250841468095;-0.299954219186;0.27725197855;-0.525372936572;-0.209163688653;0.293872024874;0.123958533571;-0.536267735576;0.0120344432996;-0.438570700421;0.42732589649;-1.0;0.221972551262;-0.355230382601;0.435376944177;-0.361837936365;0.00779005065598;0.552254357515;-0.132905929255;0.284226650009;-0.478983612013;0.0801526487429;-0.503638823548;0.339640091671;0.20276861127;-0.360679467161;0.0485645322178;0.380692472939;0.36110751091;0.999701870507;0.14503410384;-0.495583660548;0.17930621961;-0.527367440816;0.23529735555;0.582098483652;0.244811940646;0.308982063651;-0.248932174833;0.326213009517;-0.161220206819;-0.139763403499;-0.164033652471;-0.336320067533;0.640020300117;-0.00514216142049;-0.763201703453;-0.103245287454;-0.0352053650324;0.177205774894;-0.441638204224;-0.274013344966;0.0782589911862;-0.39400077838;0.379386880978;-0.319212329114;-0.407455186362;0.0541758028985;0.439458881972;-0.224874709289;-0.342896009128;-0.139539078508;-0.030477049851;0.418300846307;-0.0205249519322;-0.0452748978627;-0.0636269267231;-0.183452430147;0.324794873383;0.165069287182;0.409708550338;0.173518536491;0.0102885697515;0.243561802259;-0.070863989212;0.340241786515;-0.0294507730342;-0.00842825641036;0.23362784668;-0.00554173277943;-0.134767196334;-0.0351517751699
party;0.479822382965;-0.197643469708;-0.357450329624;-0.329767666424;-0.115219189412;-0.224514244907;0.254368939038;-0.35136426163;0.391031587567;-0.521257802219;-0.436959419238;0.341851989479;-0.0820869467602;-0.771077813018;-0.583083375194;0.00543600862565;0.319049746997;0.64681381803;0.244878435612;0.170863725096;0.0320692116114;-0.307095485286;-0.142788099774;0.176681571977;-0.22105032447;0.418219824759;-0.292820449084;-0.200421692897;0.0504065959036;0.00557390951423;-0.110727532244;-0.26261618683;0.0901163698669;-0.0359551832692;0.0223549017638;-0.625280840004;-0.205575743216;-0.127959414692;-0.157685447536;-0.0208200532083;-0.479579306049;-0.389986283755;0.650290560826;-0.222839232825;-0.186879920083;-0.0534870610877;0.0600452198469;0.126173348147;-0.0221933471338;0.121367922635;-0.211628587458;-0.308498095075;-0.0391530892239;0.110482489306;-0.0679088431848;0.242880524224;-0.111205250765;-0.0856688179684;-0.211838907253;0.0885683740072;0.21257560814;0.123090111999;0.162702242341;0.125326774247;-0.0400793303393;-0.257148633668;0.0255262842224;-0.297762487042;0.374403368084;0.821297613198;-0.24092760159;0.180827195312;0.184728414216;0.489878266242;-0.253591993391;-0.815411614488;0.315701085982;0.482361864649;0.152138612474;-1.0;0.286202252713;-0.0306962195672;0.449236502986;-0.0303323059763;-0.0267781319247;-0.152485575894;-0.561211363462;-0.0457559688642;0.169788833562;0.427537287113;-0.535706188775;-0.0174706392894;0.260408502157;-0.154964565811;0.3665419666;0.301635884419;-0.11635174255;0.0948068611863;-0.058930591345;0.237869903057
buy;0.50920479877;0.0594258963706;-0.107402253301;0.520844489709;0.04715621171;0.137723502438;-0.302664365512;0.199789951075;-0.361896410109;0.094260640791;0.0686996150829;-0.531336866607;-0.439332769065;0.336197841431;0.253629352;-0.1171523985;0.877536415029;-0.046992067958;-0.237545098269;-1.0;0.0490796393363;0.348683424829;-0.00754417143807;-0.128414678212;0.478668580276;0.631639833389;0.150024726147;0.632713033799;-0.0413733773171;0.242909221624;-0.316504264074;0.27899765048;0.491745750787;0.283815811456;0.322976607733;-0.0817554832825;-0.103180838179;-0.0288874043112;0.194162258727;0.268756654;0.224866250106;-0.258536509249;0.052273977575;-0.05151330718;-0.1412723171;-0.151251244335;-0.16369441262;0.283924923139;0.214001158074;-0.518655003961;-0.330304131724;-0.000943986942524;0.056349332984;-0.0690123605388;-0.284608850078;0.430389764505;0.245017591814;0.134258501799;0.117459107553;-0.0421585692196;-0.141754164057;-0.201107466238;0.356320114651;0.169948949542;-0.258394245327;0.0850620894846;-0.202184863546;-0.058523463736;-0.0237629285554;-0.158548974164;0.065173432354;0.311487474614;-0.254834079636;-0.58912181361;0.172975814584;0.105223519608;0.0226577114466;-0.21964391482;-0.215540142956;0.0354680862239;0.384737552039;-0.389966602646;-0.437475557401;0.0706269682612;-0.00606174492406;-0.0146066434216;-0.156931477892;-0.21247885603;-0.220408732774;-0.0785085185327;0.260241186172;0.260194237033;0.23136808998;-0.29617149255;0.0343729467889;-0.530453130187;-0.0662614919564;0.16266607393;0.179896720185;-0.334744573874
